PaperKey,QuestionID,Year,Venue,VenueType,Title,Authors,DomainTopic,ScenarioType,MethodsUsed,Artifacts,ImpliedQuestions,PrimarySecondary,QuestionCategory,MetamodelTags,MoEs,MoPs,EvidenceType,Reproducibility,Access,SecurityLevel,DecisionType,ModelType,SourceURL,Citation,DomainSpecificHits,IsLikelyDomainSpecific,ImpliedQuestions_GenericDraft,GenericizationChanged,GenericQuestion,QuestionTemplate,InstantiationNotes,InstantiatedQuestion,GenericAcronymFlag
DAU-DAMAG-2020-VATEP-TX,DAU-DAMAG-2020-VATEP-TX-Q02,2020,Defense Acquisition Magazine (DAU),Magazine/Trade,Best Value Awards (T‑X / VATEP case study),"Moore, (see article)",Source selection; best value tradeoffs; VATEP application,Real program procurement case (T‑X procurement),Source-selection process analysis; value adjustment method description,VATEP decrement process; evaluation framework,"What evaluation measures and decrement rules best reflect operational impact (e.g., training outcomes, readiness) for a platform procurement?",Primary,Architecture/CONOPS comparison,Measure; Capability; CONOPS; Value; Requirement; Decision,,,Case study analysis,Medium (process described),Open (web),Unclassified,Evaluation rubric definition,Metric/rubric design,https://www.dau.edu/library/damag/july-august2020/best-value-awards,Moore. (2020). Best Value Awards (T‑X / VATEP case study). Defense Acquisition Magazine (DAU).,[],False,"What evaluation measures and decrement rules best reflect operational impact (e.g., training outcomes, readiness) for a platform procurement?",False,"What evaluation measures and decrement rules best reflect operational impact (e.g., training outcomes, readiness) for a platform procurement?",What,DomainTopic=Source selection; best value tradeoffs; VATEP application | ScenarioType=Real program procurement case (T‑X procurement) | Hits=[],"What evaluation measures and decrement rules best reflect operational impact (e.g., training outcomes, readiness) for a platform procurement?",False
DAU-DAMAG-2020-VATEP-TX,DAU-DAMAG-2020-VATEP-TX-Q03,2020,Defense Acquisition Magazine (DAU),Magazine/Trade,Best Value Awards (T‑X / VATEP case study),"Moore, (see article)",Source selection; best value tradeoffs; VATEP application,Real program procurement case (T‑X procurement),Source-selection process analysis; value adjustment method description,VATEP decrement process; evaluation framework,How should the acquisition team document assumptions and sensitivity to protect the decision against protests and future changes in assumptions?,Secondary,Study design & validity,Assumption; Sensitivity; Evidence; Traceability; Risk; Decision,,,Case study analysis,Medium (process described),Open (web),Unclassified,Decision defensibility strategy,Sensitivity / documentation,https://www.dau.edu/library/damag/july-august2020/best-value-awards,Moore. (2020). Best Value Awards (T‑X / VATEP case study). Defense Acquisition Magazine (DAU).,[],False,How should the acquisition team document assumptions and sensitivity to protect the decision against protests and future changes in assumptions?,False,How should the acquisition team document assumptions and sensitivity to protect the decision against protests and future changes in assumptions?,How,DomainTopic=Source selection; best value tradeoffs; VATEP application | ScenarioType=Real program procurement case (T‑X procurement) | Hits=[],How should the acquisition team document assumptions and sensitivity to protect the decision against protests and future changes in assumptions?,False
JDMS-2020-CYBER-RISK-EST,JDMS-2020-CYBER-RISK-EST-Q01,2020,Journal of Defense Modeling and Simulation,Journal,Estimation of cyber network risk using importance splitting for rare events,"Krall, J.; et al.",Cyber risk quantification; rare event simulation; network security,Network risk modeling with rare-event estimation,Rare-event simulation; importance splitting; probabilistic risk estimation,Risk estimation methodology; simulation experiment results,"How can we estimate low-probability, high-consequence cyber events efficiently enough to support operational decision-making and architecture reviews?",Primary,"Uncertainty, sensitivity & decision robustness",Risk; Uncertainty; Simulation; Threat; Sensitivity; Decision,Probability of mission-impacting compromise,,Method + experimental evaluation,Medium,Open (PDF via SAGE),Unclassified,Risk estimation method selection,Rare-event simulation / importance splitting,https://journals.sagepub.com/doi/pdf/10.1177/1548512920934551,"Krall, J., et al. (2020). Estimation of cyber network risk using importance splitting for rare events. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512920934551",[],False,"How can we estimate low-probability, high-consequence cyber events efficiently enough to support operational decision-making and architecture reviews?",False,"How can we estimate low-probability, high-consequence cyber events efficiently enough to support operational decision-making and architecture reviews?",How,DomainTopic=Cyber risk quantification; rare event simulation; network security | ScenarioType=Network risk modeling with rare-event estimation | Hits=[],"How can we estimate low-probability, high-consequence cyber events efficiently enough to support operational decision-making and architecture reviews?",False
JDMS-2020-CYBER-RISK-EST,JDMS-2020-CYBER-RISK-EST-Q02,2020,Journal of Defense Modeling and Simulation,Journal,Estimation of cyber network risk using importance splitting for rare events,"Krall, J.; et al.",Cyber risk quantification; rare event simulation; network security,Network risk modeling with rare-event estimation,Rare-event simulation; importance splitting; probabilistic risk estimation,Risk estimation methodology; simulation experiment results,Which network defenses or architectural changes produce the largest marginal reduction in rare-event risk?,Primary,Value of design changes,DesignChange; Architecture; Tradeoff; Cost; Risk; Vulnerability,,,Method + experimental evaluation,Medium,Open (PDF via SAGE),Unclassified,Defense investment prioritization,Risk delta / marginal analysis,https://journals.sagepub.com/doi/pdf/10.1177/1548512920934551,"Krall, J., et al. (2020). Estimation of cyber network risk using importance splitting for rare events. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512920934551",[],False,Which network defenses or architectural changes produce the largest marginal reduction in rare-event risk?,False,Which network defenses or architectural changes produce the largest marginal reduction in rare-event risk?,Which,DomainTopic=Cyber risk quantification; rare event simulation; network security | ScenarioType=Network risk modeling with rare-event estimation | Hits=[],Which network defenses or architectural changes produce the largest marginal reduction in rare-event risk?,False
JDMS-2020-CYBER-RISK-EST,JDMS-2020-CYBER-RISK-EST-Q03,2020,Journal of Defense Modeling and Simulation,Journal,Estimation of cyber network risk using importance splitting for rare events,"Krall, J.; et al.",Cyber risk quantification; rare event simulation; network security,Network risk modeling with rare-event estimation,Rare-event simulation; importance splitting; probabilistic risk estimation,Risk estimation methodology; simulation experiment results,"What assumptions about attacker behavior and network state dominate the risk estimate, and how should they be stress-tested?",Secondary,Experiment design & uncertainty exploration,Assumption; Threat; Uncertainty; Scenario; Sensitivity; Validation,,,Method + experimental evaluation,Medium,Open (PDF via SAGE),Unclassified,Assumption stress-test plan,Uncertainty exploration,https://journals.sagepub.com/doi/pdf/10.1177/1548512920934551,"Krall, J., et al. (2020). Estimation of cyber network risk using importance splitting for rare events. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512920934551",[],False,"What assumptions about attacker behavior and network state dominate the risk estimate, and how should they be stress-tested?",False,"What assumptions about attacker behavior and network state dominate the risk estimate, and how should they be stress-tested?",What,DomainTopic=Cyber risk quantification; rare event simulation; network security | ScenarioType=Network risk modeling with rare-event estimation | Hits=[],"What assumptions about attacker behavior and network state dominate the risk estimate, and how should they be stress-tested?",False
SERC-2020-TR-005,SERC-2020-TR-005-Q01,2020,SERC Technical Report,Technical Report,Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (ART-004),Systems Engineering Research Center (SERC),Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis,Demonstrated case study with meta-model and tool integration (cyber-physical resilience),Model-based mission assurance; meta-modeling; risk analysis; architecture trade-space,MA meta-model; MBSE model; threat/attack vectors; resilient modes; prioritization metrics,"Given an identified set of losses and adversary actions, which resilience modes and design changes provide the best risk reduction per unit cost (and where are diminishing returns)?",Primary,Risk mitigation & resilience,Risk; Vulnerability; Threat; Tradeoff; Cost; DesignChange; Decision,Expected loss avoided; mission success probability,,Case study demonstration + methodology description,Medium (meta-model described; tool specifics limited),Open (PDF),Unclassified,Resilience architecture selection,MBSE + risk analysis (mission assurance),https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1593531986.SERC_A013_ART-004_FinalReport_SERC-2020-TR-005.pdf,Systems Engineering Research Center (SERC). (2020). Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (SERC-2020-TR-005).,[],False,"Given an identified set of losses and adversary actions, which resilience modes and design changes provide the best risk reduction per unit cost (and where are diminishing returns)?",False,"How should given an identified set of losses and adversary actions, which resilience modes and design changes provide the best risk reduction per unit cost (and where are diminishing returns)?",How,DomainTopic=Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis | ScenarioType=Demonstrated case study with meta-model and tool integration (cyber-physical resilience) | Hits=[],"Given an identified set of losses and adversary actions, which resilience modes and design changes provide the best risk reduction per unit cost (and where are diminishing returns)?",False
SERC-2020-TR-005,SERC-2020-TR-005-Q02,2020,SERC Technical Report,Technical Report,Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (ART-004),Systems Engineering Research Center (SERC),Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis,Demonstrated case study with meta-model and tool integration (cyber-physical resilience),Model-based mission assurance; meta-modeling; risk analysis; architecture trade-space,MA meta-model; MBSE model; threat/attack vectors; resilient modes; prioritization metrics,"How do we represent mission-owner, systems-engineer, and red-team perspectives in one model so that threat likelihood, severity, and priorities are comparable and reviewable?",Primary,Traceability & evidence management,Stakeholder; Traceability; Threat; Risk; Artifact; Model,,Consistency of risk rankings; review cycle time,Case study demonstration + methodology description,Medium (meta-model described; tool specifics limited),Open (PDF),Unclassified,Common risk model governance,Meta-model integration,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1593531986.SERC_A013_ART-004_FinalReport_SERC-2020-TR-005.pdf,Systems Engineering Research Center (SERC). (2020). Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (SERC-2020-TR-005).,[],False,"How do we represent mission-owner, systems-engineer, and red-team perspectives in one model so that threat likelihood, severity, and priorities are comparable and reviewable?",False,"How do we represent mission-owner, systems-engineer, and red-team perspectives in one model so that threat likelihood, severity, and priorities are comparable and reviewable?",How,DomainTopic=Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis | ScenarioType=Demonstrated case study with meta-model and tool integration (cyber-physical resilience) | Hits=[],"How do we represent mission-owner, systems-engineer, and red-team perspectives in one model so that threat likelihood, severity, and priorities are comparable and reviewable?",False
SERC-2020-TR-005,SERC-2020-TR-005-Q03,2020,SERC Technical Report,Technical Report,Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (ART-004),Systems Engineering Research Center (SERC),Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis,Demonstrated case study with meta-model and tool integration (cyber-physical resilience),Model-based mission assurance; meta-modeling; risk analysis; architecture trade-space,MA meta-model; MBSE model; threat/attack vectors; resilient modes; prioritization metrics,"What meta-model constructs are required to propagate a cyber-physical attack scenario into mission-level effects and requirements, without over-modeling?",Secondary,Architecture & integration for mission effects,Architecture; Threat; Vulnerability; Requirement; Scenario; Dependency,,,Case study demonstration + methodology description,Medium (meta-model described; tool specifics limited),Open (PDF),Unclassified,Model scope/abstraction choice,Meta-model / architectural mapping,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1593531986.SERC_A013_ART-004_FinalReport_SERC-2020-TR-005.pdf,Systems Engineering Research Center (SERC). (2020). Methods to Evaluate Cost/Technical Risk and Opportunity Decisions for Mission Assurance (SERC-2020-TR-005).,[],False,"What meta-model constructs are required to propagate a cyber-physical attack scenario into mission-level effects and requirements, without over-modeling?",False,"What meta-model constructs are required to propagate a cyber-physical attack scenario into mission-level effects and requirements, without over-modeling?",What,DomainTopic=Mission assurance / cyber resiliency; architecture risk trade-offs; loss-driven analysis | ScenarioType=Demonstrated case study with meta-model and tool integration (cyber-physical resilience) | Hits=[],"What meta-model constructs are required to propagate a cyber-physical attack scenario into mission-level effects and requirements, without over-modeling?",False
SERC-2021-TR-015,SERC-2021-TR-015-Q01,2021,SERC Technical Report,Technical Report,Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (WRT-1022),Systems Engineering Research Center (SERC),Operational resilience; cyberattack-resilient systems; DT&E measurement,Reference use case + measurement framework for DT&E,Resilience metrics; test design guidance; measurement framework for DT&E,Operational resilience measures; DT&E guidance; illustrative examples,"What operational resilience measures should DT&E collect to provide decision-quality evidence that a system can withstand, recover from, and adapt to cyberattack?",Primary,"Test, evaluation & feedback",Test; Measure; Risk; Resilience; Threat; Validation,Mission continuation time; recovery time; degradation limits,,Method/guidance with examples,Medium,Open (PDF),Unclassified,Test plan & metric selection,Test/evaluation measurement framework,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1623674894.SERC_WRT-1022_A013_FinalReport_SERC-2021-TR-015.pdf,Systems Engineering Research Center (SERC). (2021). Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (SERC-2021-TR-015).,[],False,"What operational resilience measures should DT&E collect to provide decision-quality evidence that a system can withstand, recover from, and adapt to cyberattack?",False,"What operational resilience measures should DT&E collect to provide decision-quality evidence that a system can withstand, recover from, and adapt to cyberattack?",What,DomainTopic=Operational resilience; cyberattack-resilient systems; DT&E measurement | ScenarioType=Reference use case + measurement framework for DT&E | Hits=[],"What operational resilience measures should DT&E collect to provide decision-quality evidence that a system can withstand, recover from, and adapt to cyberattack?",True
SERC-2021-TR-015,SERC-2021-TR-015-Q02,2021,SERC Technical Report,Technical Report,Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (WRT-1022),Systems Engineering Research Center (SERC),Operational resilience; cyberattack-resilient systems; DT&E measurement,Reference use case + measurement framework for DT&E,Resilience metrics; test design guidance; measurement framework for DT&E,Operational resilience measures; DT&E guidance; illustrative examples,"How can we design DT&E scenarios that are representative of real cyberattack pathways while remaining safe, repeatable, and cost-bounded?",Primary,Experiment design & uncertainty exploration,Scenario; Test; Constraint; Threat; Uncertainty; Cost,,Scenario coverage; execution cost,Method/guidance with examples,Medium,Open (PDF),Unclassified,Scenario set design for DT&E,Scenario-based test design,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1623674894.SERC_WRT-1022_A013_FinalReport_SERC-2021-TR-015.pdf,Systems Engineering Research Center (SERC). (2021). Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (SERC-2021-TR-015).,[],False,"How can we design DT&E scenarios that are representative of real cyberattack pathways while remaining safe, repeatable, and cost-bounded?",False,"How can we design DT&E scenarios that are representative of real cyberattack pathways while remaining safe, repeatable, and cost-bounded?",How,DomainTopic=Operational resilience; cyberattack-resilient systems; DT&E measurement | ScenarioType=Reference use case + measurement framework for DT&E | Hits=[],"How can we design DT&E scenarios that are representative of real cyberattack pathways while remaining safe, repeatable, and cost-bounded?",True
SERC-2021-TR-015,SERC-2021-TR-015-Q03,2021,SERC Technical Report,Technical Report,Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (WRT-1022),Systems Engineering Research Center (SERC),Operational resilience; cyberattack-resilient systems; DT&E measurement,Reference use case + measurement framework for DT&E,Resilience metrics; test design guidance; measurement framework for DT&E,Operational resilience measures; DT&E guidance; illustrative examples,"What feedback loops are needed to connect DT&E resilience findings back into requirements, architecture updates, and operational CONOPS changes?",Secondary,Requirements evolution & architecture,Requirement; Architecture; Change; CONOPS; Verification; Validation,,,Method/guidance with examples,Medium,Open (PDF),Unclassified,Requirements/architecture update governance,Closed-loop V&V + change control,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1623674894.SERC_WRT-1022_A013_FinalReport_SERC-2021-TR-015.pdf,Systems Engineering Research Center (SERC). (2021). Developmental Test and Evaluation (DTE&A) and Cyberattack Resilient Systems (SERC-2021-TR-015).,[],False,"What feedback loops are needed to connect DT&E resilience findings back into requirements, architecture updates, and operational CONOPS changes?",False,"What feedback loops are needed to connect DT&E resilience findings back into requirements, architecture updates, and operational CONOPS changes?",What,DomainTopic=Operational resilience; cyberattack-resilient systems; DT&E measurement | ScenarioType=Reference use case + measurement framework for DT&E | Hits=[],"What feedback loops are needed to connect DT&E resilience findings back into requirements, architecture updates, and operational CONOPS changes?",True
INSIGHT-2022-VTR-DE-ECOSYS,INSIGHT-2022-VTR-DE-ECOSYS-Q01,2022,INSIGHT (INCOSE),Magazine/Professional,The Versatile Test Reactor Open Digital Engineering Ecosystem,"Ritter, N.; et al.",Digital engineering ecosystem; nuclear test reactor program,Real program ecosystem example (VTR open DE),Digital thread/ecosystem design; open architecture; interoperability approach,DE ecosystem architecture; toolchain concepts,"What open digital engineering ecosystem elements (data standards, interfaces, repositories, governance) are required to support a complex program across its lifecycle?",Primary,Infrastructure & model reuse,Interoperability; Standard; Interface; Data; Governance; Artifact,,Model exchange success rate; integration time,Program example (reprinted),Low-Medium,Open (PDF),Unclassified,DE ecosystem architecture,Digital thread / ecosystem architecture,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"Ritter, N., et al. (2022). The Versatile Test Reactor Open Digital Engineering Ecosystem. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,"What open digital engineering ecosystem elements (data standards, interfaces, repositories, governance) are required to support a complex program across its lifecycle?",False,"What open digital engineering ecosystem elements (data standards, interfaces, repositories, governance) are required to support a complex program across its lifecycle?",What,DomainTopic=Digital engineering ecosystem; nuclear test reactor program | ScenarioType=Real program ecosystem example (VTR open DE) | Hits=[],"What open digital engineering ecosystem elements (data standards, interfaces, repositories, governance) are required to support a complex program across its lifecycle?",False
INSIGHT-2022-VTR-DE-ECOSYS,INSIGHT-2022-VTR-DE-ECOSYS-Q02,2022,INSIGHT (INCOSE),Magazine/Professional,The Versatile Test Reactor Open Digital Engineering Ecosystem,"Ritter, N.; et al.",Digital engineering ecosystem; nuclear test reactor program,Real program ecosystem example (VTR open DE),Digital thread/ecosystem design; open architecture; interoperability approach,DE ecosystem architecture; toolchain concepts,How should configuration management and baselining be handled across many tools so that safety-critical decisions remain traceable and auditable?,Primary,Baseline & configuration management,Baseline; Configuration; Traceability; Verification; Validation; Decision,,,Program example (reprinted),Low-Medium,Open (PDF),Unclassified,Configuration governance,CM + traceability framework,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"Ritter, N., et al. (2022). The Versatile Test Reactor Open Digital Engineering Ecosystem. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,How should configuration management and baselining be handled across many tools so that safety-critical decisions remain traceable and auditable?,False,How should configuration management and baselining be handled across many tools so that safety-critical decisions remain traceable and auditable?,How,DomainTopic=Digital engineering ecosystem; nuclear test reactor program | ScenarioType=Real program ecosystem example (VTR open DE) | Hits=[],How should configuration management and baselining be handled across many tools so that safety-critical decisions remain traceable and auditable?,False
INSIGHT-2022-VTR-DE-ECOSYS,INSIGHT-2022-VTR-DE-ECOSYS-Q03,2022,INSIGHT (INCOSE),Magazine/Professional,The Versatile Test Reactor Open Digital Engineering Ecosystem,"Ritter, N.; et al.",Digital engineering ecosystem; nuclear test reactor program,Real program ecosystem example (VTR open DE),Digital thread/ecosystem design; open architecture; interoperability approach,DE ecosystem architecture; toolchain concepts,"Which measures (schedule, cost, defect/rework, decision latency) best demonstrate value of the DE ecosystem to program leadership?",Secondary,SE practice effectiveness,Measure; Cost; Schedule; Decision; Value; Change,,,Program example (reprinted),Low-Medium,Open (PDF),Unclassified,Value demonstration / ROI,Metrics & benefits realization,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"Ritter, N., et al. (2022). The Versatile Test Reactor Open Digital Engineering Ecosystem. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,"Which measures (schedule, cost, defect/rework, decision latency) best demonstrate value of the DE ecosystem to program leadership?",False,"Which measures (schedule, cost, defect/rework, decision latency) best demonstrate value of the DE ecosystem to program leadership?",Which,DomainTopic=Digital engineering ecosystem; nuclear test reactor program | ScenarioType=Real program ecosystem example (VTR open DE) | Hits=[],"Which measures (schedule, cost, defect/rework, decision latency) best demonstrate value of the DE ecosystem to program leadership?",True
JDMS-2022-AI-C2-GAMES,JDMS-2022-AI-C2-GAMES-Q01,2022,Journal of Defense Modeling and Simulation,Journal,On games and simulators as a platform for development of artificial intelligence for command and control,"Goecks, V. G.; Waytowich, N.; Asher, D. E.; et al.",AI for C2; simulation platforms; multi-agent scenarios,Survey/position paper with military-parallel game/simulator scenarios,Comparative analysis of games/simulators; mapping to C2 research needs,Scenario characteristics; platform capability taxonomy,"Which properties of game/simulator environments (imperfect information, adversary behavior, resource constraints, tempo) best map to operational C2 problems and training objectives?",Primary,Infrastructure & model reuse,Scenario; Model; C2; Constraint; Resource; Abstraction; Validation,,,Literature synthesis + conceptual framing,High (conceptual; no proprietary data),Open (PDF via SAGE),Unclassified,Platform selection for C2 AI R&D,Simulation environment assessment,https://journals.sagepub.com/doi/pdf/10.1177/15485129221083278,"Goecks, V. G., Waytowich, N., Asher, D. E., et al. (2022). On games and simulators as a platform for development of artificial intelligence for command and control. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/15485129221083278",['C2'],True,"Which properties of game/simulator environments (imperfect information, adversary behavior, resource constraints, tempo) best map to operational command and control problems and training objectives?",True,"Which properties of game/simulator environments (imperfect information, adversary behavior, resource constraints, tempo) best map to operational command and control problems and training objectives?",Which,DomainTopic=AI for C2; simulation platforms; multi-agent scenarios | ScenarioType=Survey/position paper with military-parallel game/simulator scenarios | Hits=['C2'],"Which properties of game/simulator environments (imperfect information, adversary behavior, resource constraints, tempo) best map to operational C2 problems and training objectives?",False
JDMS-2022-AI-C2-GAMES,JDMS-2022-AI-C2-GAMES-Q02,2022,Journal of Defense Modeling and Simulation,Journal,On games and simulators as a platform for development of artificial intelligence for command and control,"Goecks, V. G.; Waytowich, N.; Asher, D. E.; et al.",AI for C2; simulation platforms; multi-agent scenarios,Survey/position paper with military-parallel game/simulator scenarios,Comparative analysis of games/simulators; mapping to C2 research needs,Scenario characteristics; platform capability taxonomy,"How should mission objectives, rules of engagement, and measures be encoded so that AI performance improvements translate to operationally meaningful gains rather than gaming the metrics?",Primary,Traceability & evidence management,Measure; Objective; Constraint; Validation; Verification; Stakeholder,Mission objective attainment; collateral limits,,Literature synthesis + conceptual framing,High (conceptual; no proprietary data),Open (PDF via SAGE),Unclassified,Metric/Objective definition,Evaluation framework,https://journals.sagepub.com/doi/pdf/10.1177/15485129221083278,"Goecks, V. G., Waytowich, N., Asher, D. E., et al. (2022). On games and simulators as a platform for development of artificial intelligence for command and control. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/15485129221083278",[],False,"How should mission objectives, rules of engagement, and measures be encoded so that AI performance improvements translate to operationally meaningful gains rather than gaming the metrics?",False,"How should mission objectives, rules of engagement, and measures be encoded so that AI performance improvements translate to operationally meaningful gains rather than gaming the metrics?",How,DomainTopic=AI for C2; simulation platforms; multi-agent scenarios | ScenarioType=Survey/position paper with military-parallel game/simulator scenarios | Hits=[],"How should mission objectives, rules of engagement, and measures be encoded so that AI performance improvements translate to operationally meaningful gains rather than gaming the metrics?",True
JDMS-2022-AI-C2-GAMES,JDMS-2022-AI-C2-GAMES-Q03,2022,Journal of Defense Modeling and Simulation,Journal,On games and simulators as a platform for development of artificial intelligence for command and control,"Goecks, V. G.; Waytowich, N.; Asher, D. E.; et al.",AI for C2; simulation platforms; multi-agent scenarios,Survey/position paper with military-parallel game/simulator scenarios,Comparative analysis of games/simulators; mapping to C2 research needs,Scenario characteristics; platform capability taxonomy,What human-in-the-loop interfaces and governance controls are needed to keep AI-enabled C2 experimentation safe and aligned with commander intent?,Secondary,Risk management & technical reviews,Governance; Risk; Decision; Stakeholder; Constraint; Verification,,,Literature synthesis + conceptual framing,High (conceptual; no proprietary data),Open (PDF via SAGE),Unclassified,Experiment governance,Human-in-the-loop + controls,https://journals.sagepub.com/doi/pdf/10.1177/15485129221083278,"Goecks, V. G., Waytowich, N., Asher, D. E., et al. (2022). On games and simulators as a platform for development of artificial intelligence for command and control. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/15485129221083278",['C2'],True,What human-in-the-loop interfaces and governance controls are needed to keep AI-enabled command and control experimentation safe and aligned with commander intent?,True,What human-in-the-loop interfaces and governance controls are needed to keep AI-enabled command and control experimentation safe and aligned with commander intent?,What,DomainTopic=AI for C2; simulation platforms; multi-agent scenarios | ScenarioType=Survey/position paper with military-parallel game/simulator scenarios | Hits=['C2'],What human-in-the-loop interfaces and governance controls are needed to keep AI-enabled C2 experimentation safe and aligned with commander intent?,True
SERC-2022-TR-001,SERC-2022-TR-001-Q01,2022,SERC Technical Report,Technical Report,Methods for Integrating Dynamic Requirements,Systems Engineering Research Center (SERC),Dynamic requirements; portfolio decision analysis; value modeling under uncertainty,"Multiple detailed case studies (technology platform, policy portfolio, STEM talent pipeline)",Decision analysis; multi-attribute utility; uncertainty/sensitivity analysis; portfolio modeling,Analytic framework; utility models; case-study portfolios; sensitivity results,"How should we adapt requirements and investment decisions over time when mission value, technology maturity, and external drivers change (and decisions must be revisited repeatedly)?",Primary,Evolution & lifecycle decision-making,Requirement; Change; Decision; Portfolio; Uncertainty; Tradeoff; Value,Mission value / utility over time,,Worked case studies in report,Medium (methods detailed; data partially illustrative),Open (PDF),Unclassified,Iterative portfolio/requirements update,Decision analysis (dynamic requirements),https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1644269285.SERC_ART005_A013_Final%20Technical%20Report.pdf,Systems Engineering Research Center (SERC). (2022). Methods for Integrating Dynamic Requirements (SERC-2022-TR-001).,[],False,"How should we adapt requirements and investment decisions over time when mission value, technology maturity, and external drivers change (and decisions must be revisited repeatedly)?",False,"How should we adapt requirements and investment decisions over time when mission value, technology maturity, and external drivers change (and decisions must be revisited repeatedly)?",How,"DomainTopic=Dynamic requirements; portfolio decision analysis; value modeling under uncertainty | ScenarioType=Multiple detailed case studies (technology platform, policy portfolio, STEM talent pipeline) | Hits=[]","How should we adapt requirements and investment decisions over time when mission value, technology maturity, and external drivers change (and decisions must be revisited repeatedly)?",False
SERC-2022-TR-001,SERC-2022-TR-001-Q02,2022,SERC Technical Report,Technical Report,Methods for Integrating Dynamic Requirements,Systems Engineering Research Center (SERC),Dynamic requirements; portfolio decision analysis; value modeling under uncertainty,"Multiple detailed case studies (technology platform, policy portfolio, STEM talent pipeline)",Decision analysis; multi-attribute utility; uncertainty/sensitivity analysis; portfolio modeling,Analytic framework; utility models; case-study portfolios; sensitivity results,"Which requirements are most sensitive to uncertainties (demand, costs, performance, policy constraints), and which design or policy levers stabilize mission outcomes?",Primary,"Uncertainty, sensitivity & decision robustness",Requirement; Uncertainty; Sensitivity; Tradeoff; Constraint; Decision,Utility robustness; regret,,Worked case studies in report,Medium (methods detailed; data partially illustrative),Open (PDF),Unclassified,Robust requirements set selection,Sensitivity analysis / robustness study,https://sercproddata.s3.us-east-2.amazonaws.com/technical_reports/reports/1644269285.SERC_ART005_A013_Final%20Technical%20Report.pdf,Systems Engineering Research Center (SERC). (2022). Methods for Integrating Dynamic Requirements (SERC-2022-TR-001).,[],False,"Which requirements are most sensitive to uncertainties (demand, costs, performance, policy constraints), and which design or policy levers stabilize mission outcomes?",False,"Which requirements are most sensitive to uncertainties (demand, costs, performance, policy constraints), and which design or policy levers stabilize mission outcomes?",Which,"DomainTopic=Dynamic requirements; portfolio decision analysis; value modeling under uncertainty | ScenarioType=Multiple detailed case studies (technology platform, policy portfolio, STEM talent pipeline) | Hits=[]","Which requirements are most sensitive to uncertainties (demand, costs, performance, policy constraints), and which design or policy levers stabilize mission outcomes?",False
